full_path,age,gender,pixels
['17/508717_1981-03-28_2007.jpg'],26,0.0,[247. 248. 250. ...  27.  27.  29.]
['32/5089432_1941-11-08_1998.jpg'],57,0.0,[17. 14. 21. ... 18. 13. 20.]
['17/608117_1946-12-21_1970.jpg'],24,1.0,[205. 207. 193. ... 108.  65.  48.]
['27/6081327_1979-06-14_2007.jpg'],28,0.0,[59. 56. 47. ... 48. 52. 55.]
['39/6082139_1948-05-21_1972.jpg'],24,1.0,[225. 212. 193. ... 200. 195. 189.]
['85/6082385_1981-05-10_2006.jpg'],25,1.0,[ 53.  48.  54. ... 223. 221. 224.]
['76/6082476_1980-02-03_2007.jpg'],27,1.0,[158. 160. 157. ... 153. 164. 148.]
['33/6082633_1987-01-07_2013.jpg'],26,1.0,[ 24.  29. 110. ...  11.  12.  43.]
['22/608522_1892-12-07_1940.jpg'],48,1.0,[145. 145. 145. ...   4.   4.   4.]
['84/6085484_1959-05-24_1987.jpg'],28,1.0,[3. 3. 3. ... 1. 1. 1.]
['70/6085670_1987-06-10_2009.jpg'],22,1.0,[ 98. 153.  51. ... 102. 184. 255.]
['42/6086242_1982-11-06_2010.jpg'],28,1.0,[ 35.  32.  27. ... 171.  13.   1.]
['73/6086273_1984-05-07_2013.jpg'],29,1.0,[155. 170. 167. ... 219. 210. 205.]
['59/6086459_1964-01-22_2013.jpg'],49,1.0,[64. 52. 52. ... 41. 37. 34.]
['99/6086699_1982-10-22_2011.jpg'],29,1.0,[24. 38. 49. ... 64. 32. 33.]
['95/6086795_1932-09-15_1983.jpg'],51,0.0,[85. 85. 85. ... 80. 80. 80.]
['95/608695_1971-03-16_2012.jpg'],41,1.0,[225. 242. 250. ... 206. 197. 192.]
['19/6087019_1970-10-09_2013.jpg'],43,1.0,[52. 52. 52. ... 48. 53. 73.]
['59/6087259_1985-07-20_2011.jpg'],26,1.0,[ 81.  51.  40. ... 165.  32.   1.]
['41/608741_1970-03-02_2005.jpg'],35,1.0,[140.  96. 123. ...  26.  30.  29.]
['56/6087556_1958-04-28_2007.jpg'],49,1.0,[120. 126.  92. ...  73.  77.  78.]
['61/6088261_1925-06-12_2010.jpg'],85,1.0,[186. 191. 197. ...  72.  70.  71.]
['70/6088470_1980-06-09_2010.jpg'],30,1.0,[14. 15. 17. ... 24. 25. 29.]
['73/6088573_1980-08-20_2013.jpg'],33,1.0,[ 16.  13.   8. ... 134.  82.  60.]
['86/60886_1929-10-22_1965.jpg'],36,1.0,[ 95.  95.  95. ... 113. 113. 113.]
['24/6088724_1974-05-30_2007.jpg'],33,1.0,[ 48.  38.  39. ... 192. 199. 181.]
['15/6088815_1977-04-14_2006.jpg'],29,1.0,[ 37.  89.  67. ... 133.   7.   8.]
['41/7080441_1940-01-30_2006.jpg'],66,1.0,[67. 59. 48. ... 20. 23. 38.]
['57/7080757_1984-06-26_2013.jpg'],29,1.0,[205. 187. 149. ... 149. 149. 141.]
['64/7082164_1963-08-16_2011.jpg'],48,1.0,[112. 134.  70. ... 231. 237. 251.]
['47/708247_1949-10-16_2008.jpg'],59,0.0,[  8.   8.   8. ... 141. 115. 126.]
['54/70854_1960-07-07_1996.jpg'],36,1.0,[243. 252. 233. ...   9.  12.  17.]
['92/708692_1961-10-01_2009.jpg'],48,0.0,[  6.   1.   5. ...  78. 134. 209.]
['61/7087961_1953-05-19_2007.jpg'],54,1.0,[ 37.  20.   4. ... 244. 227. 211.]
['07/708807_1951-07-29_2013.jpg'],62,1.0,[ 42.  59.  87. ... 150. 136. 133.]
['43/708843_1942-12-05_2013.jpg'],71,1.0,[60. 39. 36. ... 30. 28. 29.]
['92/708892_1970-04-25_2015.jpg'],45,1.0,[245. 245. 245. ...  12.  12.  14.]
['00/708900_1971-05-09_2010.jpg'],39,1.0,[ 89.  27.  38. ... 156.  51.  84.]
['97/7089397_1979-06-24_2013.jpg'],34,0.0,[  0.  31.  96. ...   0.  54. 147.]
['81/8081_1925-01-30_2008.jpg'],83,1.0,[69. 40. 26. ... 38. 38. 38.]
['54/8082554_1937-01-21_2011.jpg'],74,1.0,[ 23.  22.  82. ... 153.  99.  73.]
['63/8083963_1989-01-07_2009.jpg'],20,1.0,[155.  70.  67. ... 231.  36.  30.]
['83/8083_1965-02-18_2011.jpg'],46,1.0,[254. 243. 221. ...  29.  20.  25.]
['59/8084259_1958-04-14_1991.jpg'],33,0.0,[255. 255. 255. ... 254. 249. 255.]
['20/8084420_1986-12-26_2013.jpg'],27,1.0,[171.  88.  82. ... 241. 245. 254.]
['57/8084457_1961-05-08_2012.jpg'],51,1.0,[  1.   1.  53. ...   1.   0. 175.]
['12/8084912_1982-06-12_2009.jpg'],27,1.0,[177. 176. 174. ...  94.  94. 104.]
['30/8085230_1985-08-05_2011.jpg'],26,1.0,[115. 170.  40. ... 203. 212. 219.]
['13/808613_1957-12-04_1985.jpg'],28,1.0,[218. 224. 186. ... 225. 228. 185.]
['44/8086744_1983-08-05_2007.jpg'],24,1.0,[ 8.  8.  8. ... 98. 57. 55.]
['92/808692_1930-12-12_2010.jpg'],80,1.0,[128.  77.  84. ...  83.  83.  95.]
['01/8087501_1922-03-27_1960.jpg'],38,1.0,[32. 32. 32. ... 41. 41. 41.]
['74/808774_1977-02-24_2007.jpg'],30,1.0,[72. 34. 45. ... 70. 53. 85.]
['46/8087946_1944-04-21_1966.jpg'],22,1.0,[205. 205. 205. ... 237. 237. 237.]
['10/8088410_1958-12-16_1983.jpg'],25,1.0,[188. 188. 188. ... 217. 217. 217.]
['06/8089106_1940-03-03_2007.jpg'],67,1.0,[32. 12. 23. ... 28. 10. 22.]
['58/8089158_1966-07-13_2011.jpg'],45,1.0,[ 25.  47.  68. ... 252. 255. 246.]
['08/808_1899-08-13_1955.jpg'],56,1.0,[154. 154. 154. ...  97.  97.  97.]
['76/9081476_1971-07-17_1998.jpg'],27,1.0,[103.  82.  63. ...  24.  20.  21.]
['77/9082177_1918-06-11_1940.jpg'],22,0.0,[206. 174. 117. ... 198. 170. 105.]
['21/9082321_1979-10-06_2015.jpg'],36,1.0,[143. 144. 162. ... 160. 145. 164.]
['86/908286_1934-07-04_1990.jpg'],56,1.0,[ 68. 102. 101. ... 105. 145. 136.]
['29/908429_1958-06-29_2012.jpg'],54,0.0,[190. 181. 202. ...  27.  22.  19.]
['68/908568_1963-03-05_2007.jpg'],44,1.0,[ 77.  76.  92. ...  86.  79. 130.]
['01/9086701_1986-05-03_2008.jpg'],22,1.0,[ 38.  69.  51. ...  82. 119. 174.]
['98/908698_1908-08-27_1949.jpg'],41,1.0,[ 0.  0.  0. ... 33. 33. 33.]
['37/908737_1950-05-13_2007.jpg'],57,1.0,[198. 168. 104. ...  31.  32.  34.]
['94/9088294_1979-01-30_2011.jpg'],32,1.0,[ 38.  38.  30. ... 156. 134. 120.]
['66/9088666_1930-12-30_1983.jpg'],53,1.0,[168. 168. 168. ...  54.  54.  54.]
['93/9088893_1985-10-15_2009.jpg'],24,1.0,[109. 121. 121. ... 174. 175. 196.]
['42/1180042_1930-04-03_1961.jpg'],31,1.0,[0. 0. 0. ... 0. 0. 0.]
['26/11801126_1984-12-10_2015.jpg'],31,0.0,[191. 204. 223. ... 172. 108.  72.]
['94/11803394_1981-07-19_2007.jpg'],26,1.0,[  1.   1.   1. ... 219. 219. 207.]
['27/11804127_1945-01-17_1976.jpg'],31,1.0,[133. 133. 133. ...  52.  52.  52.]
['74/11806274_1957-08-01_2010.jpg'],53,1.0,[ 61.  71.  81. ... 106. 122. 148.]
['04/11806704_1977-11-24_2008.jpg'],31,0.0,[110. 111. 106. ...  74.  39.  43.]
['08/1180708_1944-09-25_1973.jpg'],29,1.0,[25. 30. 26. ... 63. 69. 65.]
['86/1180786_1899-04-07_1972.jpg'],73,1.0,[185. 185. 185. ...  48.  48.  48.]
['92/1180892_1959-08-18_2006.jpg'],47,0.0,[167. 161. 171. ...  28.  32.  41.]
['11/1180911_1898-05-09_1967.jpg'],69,1.0,[85. 85. 85. ... 38. 38. 38.]
['46/1180946_1954-04-01_1986.jpg'],32,1.0,[  1.   1.   1. ... 108. 108. 108.]
['99/11809599_1981-04-18_2007.jpg'],26,1.0,[ 22.  34.  46. ... 126. 183. 177.]
['10/1181010_1992-01-19_2013.jpg'],21,1.0,[ 79.  91.  87. ... 162. 146. 156.]
['11/1181011_1956-05-12_2010.jpg'],54,1.0,[ 13.   7.   7. ... 217. 246. 241.]
['83/1181083_1969-07-08_2011.jpg'],42,1.0,[63.  3.  3. ... 21. 10. 18.]
['48/11811148_1967-10-02_2014.jpg'],47,1.0,[141. 123. 111. ... 197. 186. 168.]
['17/1181117_1955-09-28_1991.jpg'],36,1.0,[255. 255. 250. ...  34.  29.  23.]
['82/1181282_1950-10-15_2013.jpg'],63,0.0,[234. 229. 235. ...  19.  17.  18.]
['84/11813284_1987-07-29_2013.jpg'],26,0.0,[234. 229. 233. ... 217. 158. 116.]
['11/1181411_1963-05-24_1991.jpg'],28,1.0,[141. 141. 141. ... 138. 138. 138.]
['99/1181499_1938-01-13_2009.jpg'],71,1.0,[ 67.  75.  64. ... 109. 148. 181.]
['16/11815216_1986-03-12_2009.jpg'],23,1.0,[ 49.  43.  55. ... 158.  86.  87.]
['53/1181653_1981-07-05_2014.jpg'],33,1.0,[105. 122.  52. ... 178. 177. 191.]
['23/11817023_1985-07-31_2014.jpg'],29,1.0,[ 86.  91.  51. ... 198. 196. 197.]
['63/11817863_1962-03-06_2013.jpg'],51,1.0,[  2.   2.   2. ... 142. 148. 198.]
['07/1181807_1951-11-04_2009.jpg'],58,0.0,[57. 52. 32. ... 41. 31. 22.]
['84/11820184_1977-05-29_2011.jpg'],34,1.0,[ 62.  89. 118. ... 165. 149.  14.]
['16/11822516_1927-07-28_1952.jpg'],25,1.0,[222. 189. 200. ... 252. 240. 224.]
['18/11822918_1918-11-26_1948.jpg'],30,1.0,[208. 192. 166. ...  83.  79.  78.]
['05/1182305_1964-08-10_2013.jpg'],49,1.0,[  8.   7.  21. ... 172. 107.  89.]
['35/11823235_1924-04-23_1946.jpg'],22,1.0,[181. 186. 180. ...  40.  41.  45.]
['36/1182436_1980-02-26_2014.jpg'],34,1.0,[  4.   4.   2. ... 102.  97.  33.]
['82/1182582_1949-08-23_2013.jpg'],64,1.0,[248. 225. 217. ...  88.  88.  88.]
['54/11826154_1976-05-17_2011.jpg'],35,1.0,[242. 225. 218. ...  53.  49.  38.]
['81/11826381_1973-07-31_2012.jpg'],39,1.0,[41. 34. 26. ... 78. 80. 79.]
['57/1182657_1966-07-16_2008.jpg'],42,1.0,[224. 239. 208. ...  98.  22.   9.]
['75/1182775_1896-01-21_1955.jpg'],59,1.0,[ 19.   0.  31. ... 208. 204. 169.]
['60/11830060_1989-05-11_2009.jpg'],20,0.0,[224. 242. 255. ... 147.  75.  63.]
['62/1183062_1954-06-06_2008.jpg'],54,1.0,[57. 61. 70. ... 29. 33. 42.]
['91/11834891_1942-05-15_1970.jpg'],28,0.0,[255. 255. 255. ... 117. 118. 113.]
['13/1183613_1957-06-22_1986.jpg'],29,1.0,[ 21.  25.  34. ... 100.  51.  37.]
['11/11837311_1936-01-22_1962.jpg'],26,0.0,[19. 19. 19. ... 72. 72. 72.]
['53/1183753_1901-07-01_1952.jpg'],51,0.0,[ 25.  25.  25. ... 126. 126. 126.]
['56/1183756_1955-12-25_2007.jpg'],52,1.0,[177. 161. 172. ...  89.  14.  19.]
['85/118385_1901-05-20_1963.jpg'],62,1.0,[236. 236. 236. ... 135. 135. 135.]
['97/11838797_1979-10-18_2007.jpg'],28,1.0,[36. 53. 96. ...  7.  0.  0.]
['36/11840936_1985-03-28_2012.jpg'],27,0.0,[185. 184. 179. ... 190. 189. 185.]
['56/11841156_1990-12-01_2005.jpg'],15,0.0,[ 32.  46.  49. ... 159. 130. 116.]
['75/1184175_1968-03-15_2014.jpg'],46,1.0,[ 0.  0.  0. ...  4.  5. 10.]
['42/1184242_1965-07-04_2005.jpg'],40,0.0,[ 11.  13.  12. ... 226. 225. 231.]
['54/1184354_1920-05-26_1948.jpg'],28,1.0,[38. 33. 29. ... 76. 72. 71.]
['40/11844740_1981-11-23_2008.jpg'],27,1.0,[ 62.  44.  40. ... 255. 247. 236.]
['41/1184541_1942-05-09_1970.jpg'],28,1.0,[217. 217. 217. ... 224. 224. 224.]
['88/1184588_1968-04-17_2015.jpg'],47,1.0,[127. 152. 146. ...  29.  29.  41.]
['04/11847004_1934-12-24_2009.jpg'],75,1.0,[134.  98.  62. ... 127.  92.  62.]
['51/11848451_1968-11-24_2000.jpg'],32,1.0,[250. 251. 255. ... 227. 234. 242.]
['84/11848484_1924-09-11_1949.jpg'],25,1.0,[ 50.  50.  50. ... 105. 105. 105.]
['32/11848932_1988-04-13_2007.jpg'],19,1.0,[  7.  11.  12. ... 222. 186. 112.]
['36/11849236_1956-03-21_2011.jpg'],55,1.0,[128. 149. 118. ... 191. 190. 185.]
['92/11850392_1984-03-12_2013.jpg'],29,0.0,[ 40.  26.  26. ... 120.  83.  67.]
['07/11850607_1977-07-13_2012.jpg'],35,1.0,[ 5.  0.  0. ... 69. 86. 96.]
['17/11856117_1945-09-30_1968.jpg'],23,1.0,[171. 201. 212. ... 123. 164. 210.]
['73/11856473_1985-07-22_2011.jpg'],26,1.0,[108.  89.  82. ... 111.  88.  80.]
['47/11856547_1917-10-22_1964.jpg'],47,1.0,[ 5.  5.  5. ... 56. 56. 56.]
['39/11856939_1985-10-29_2015.jpg'],30,1.0,[188. 201. 210. ... 153. 149. 172.]
['86/1185786_1940-07-13_2008.jpg'],68,1.0,[ 44.  35.  26. ... 171. 184. 201.]
['57/11857_1944-05-14_2006.jpg'],62,1.0,[ 38.  41.   0. ... 189. 195. 191.]
['27/1186027_1965-11-04_2005.jpg'],40,1.0,[ 8.  3.  9. ... 82. 72. 71.]
['92/1186092_1933-07-07_2007.jpg'],74,1.0,[82. 87. 91. ... 24. 25. 30.]
['83/11861483_1940-07-04_2009.jpg'],69,1.0,[207. 205. 206. ...  42.  42.  44.]
['82/1186182_1948-09-01_2009.jpg'],61,1.0,[249. 255. 255. ...  82.  35.  27.]
['36/1186336_1978-03-24_2012.jpg'],34,1.0,[228. 183. 160. ...  97.  69.  57.]
['54/1186354_1983-01-30_2012.jpg'],29,1.0,[ 68.  52.  55. ... 236. 228. 241.]
['63/1186363_1984-06-08_2014.jpg'],30,1.0,[215. 208. 198. ...  10.  10.  10.]
['87/1186387_1974-08-04_2003.jpg'],29,1.0,[ 64.  67.  60. ... 138. 185. 205.]
['51/1186451_1981-04-15_2008.jpg'],27,1.0,[202.  98.  99. ... 208. 206. 191.]
['79/11865779_1983-04-18_2009.jpg'],26,1.0,[ 23.  45.  56. ...  52. 158. 246.]
['41/1186741_1962-04-07_2012.jpg'],50,1.0,[47. 45. 48. ... 31. 29. 32.]
['67/1186767_1911-06-28_1942.jpg'],31,1.0,[249. 249. 249. ...  54.  54.  54.]
['01/11867701_1985-10-04_2013.jpg'],28,1.0,[35. 26. 17. ... 42. 29. 23.]
['81/1186881_1968-11-12_2008.jpg'],40,1.0,[84. 86. 98. ... 27. 23. 22.]
['73/11869973_1974-10-18_2013.jpg'],39,0.0,[ 5. 23. 59. ... 26. 14.  0.]
['18/1187318_1949-06-07_2013.jpg'],64,1.0,[ 13.  15.  14. ... 107. 109. 124.]
['50/11874550_1925-04-12_1964.jpg'],39,1.0,[178. 178. 178. ...  46.  46.  46.]
['68/11874568_1990-02-13_2014.jpg'],24,1.0,[ 77. 107.  37. ... 204. 204. 238.]
['10/11877510_1972-02-08_2007.jpg'],35,1.0,[ 88.  83.  79. ... 116.  14.   9.]
['90/1187790_1938-07-28_2008.jpg'],70,1.0,[122. 108.  97. ...  66.  64.  67.]
['32/11879432_1985-11-10_2012.jpg'],27,1.0,[ 95. 120.  37. ... 142. 177. 219.]
['83/11880183_1951-02-16_1971.jpg'],20,1.0,[119. 155. 155. ... 152. 186. 185.]
['24/1188024_1927-07-06_1970.jpg'],43,1.0,[174. 174. 174. ... 109. 109. 109.]
['36/11881236_1939-09-27_1964.jpg'],25,1.0,[42. 30. 40. ... 39. 37. 74.]
['65/11881765_1961-09-18_2009.jpg'],48,1.0,[10.  6.  5. ...  4.  3.  0.]
['68/11881968_1984-12-28_2014.jpg'],30,0.0,[202. 203. 189. ...   0.   0.   2.]
['25/11882225_1922-04-12_1953.jpg'],31,1.0,[104. 125. 142. ... 124. 153. 159.]
['81/11882281_1933-07-08_1961.jpg'],28,1.0,[187. 188. 180. ... 139. 140. 132.]
['13/11882313_1924-01-27_1944.jpg'],20,0.0,[22. 22. 22. ... 73. 73. 73.]
['02/11882702_1982-09-01_2005.jpg'],23,0.0,[47. 49. 46. ...  1.  1.  3.]
['59/11884159_1987-01-13_2013.jpg'],26,1.0,[192. 197. 200. ...  75.  88. 105.]
['10/11885210_1928-10-06_1955.jpg'],27,1.0,[237. 113.  77. ...  74.  27.  47.]
['71/11885871_1983-06-26_2013.jpg'],30,1.0,[ 57. 175. 125. ... 220. 169. 184.]
['70/11886270_1985-05-21_2004.jpg'],19,0.0,[ 1.  1.  1. ... 74. 26. 16.]
['41/11887241_1932-12-14_1960.jpg'],28,1.0,[200. 200. 200. ... 186. 186. 186.]
['11/11887611_1984-06-08_2012.jpg'],28,1.0,[  0. 154. 155. ...   0. 160. 165.]
['57/11887757_1933-11-02_2012.jpg'],79,1.0,[64. 66. 61. ...  0.  3.  0.]
['90/11887890_1928-04-28_2004.jpg'],76,0.0,[ 99. 183. 219. ... 110. 142. 183.]
['77/11888977_1985-02-21_2014.jpg'],29,1.0,[112. 170. 233. ...  83.  93. 118.]
['86/11889886_1975-11-07_2007.jpg'],32,1.0,[186. 177. 172. ...  15.  14.  20.]
['37/11890137_1976-07-21_2003.jpg'],27,0.0,[186. 170. 137. ...   2.  14.  12.]
['43/11890143_1983-02-01_2011.jpg'],28,1.0,[211.  94.  51. ... 219. 219. 253.]
['45/11890145_1980-12-15_2008.jpg'],28,1.0,[72. 40. 29. ... 57. 71. 80.]
['45/11892945_1982-09-09_2013.jpg'],31,1.0,[ 94. 185. 115. ... 223.  61.  85.]
['79/11894279_1989-02-13_2013.jpg'],24,1.0,[60. 41. 43. ... 32. 28. 29.]
['75/11895475_1987-07-27_2015.jpg'],28,1.0,[ 83.  92.  65. ... 196. 212. 227.]
['52/11896452_1984-02-08_2008.jpg'],24,1.0,[ 13.   0.   2. ... 167. 115. 119.]
['03/2180003_1964-11-16_2010.jpg'],46,0.0,[122.  64.  63. ...  17.  19.  18.]
['43/21801643_1990-01-09_2009.jpg'],19,1.0,[244. 224. 174. ... 248. 233. 202.]
['33/2180333_1967-07-20_2015.jpg'],48,1.0,[152. 135. 125. ...  10.   8.   9.]
['42/21804342_1967-12-08_2004.jpg'],37,1.0,[ 53.  48.  42. ... 114.  99. 118.]
['52/2180552_1915-07-28_1945.jpg'],30,1.0,[21. 21. 21. ... 22. 22. 22.]
['46/21806446_1969-10-11_2012.jpg'],43,0.0,[131.  28.  31. ...  57.  73.  73.]
['81/218081_1918-02-01_1960.jpg'],42,0.0,[ 15.  15.  15. ... 131. 131. 131.]
['41/2180841_1922-01-01_2008.jpg'],86,1.0,[255. 255. 251. ...  20.  20.  30.]
['65/2180865_1986-10-24_2012.jpg'],26,1.0,[230. 234. 237. ... 229. 224. 142.]
['28/2180928_1948-11-28_2011.jpg'],63,1.0,[ 64.  51.  34. ... 147.  84.  51.]
['15/21809615_1934-10-23_2009.jpg'],75,0.0,[247. 245. 246. ...  21.  19.  22.]
['23/2181123_1986-06-12_2013.jpg'],27,1.0,[148. 158. 157. ...  29.  33.  36.]
['77/21812177_1989-07-23_2013.jpg'],24,0.0,[ 39.  43.  80. ... 174. 126. 112.]
['20/2181320_1981-11-21_2007.jpg'],26,1.0,[123. 133.  81. ...  84. 104.  41.]
['38/2181538_1986-02-05_2015.jpg'],29,1.0,[230. 238. 240. ... 254. 255. 255.]
['88/2181688_1924-01-26_1940.jpg'],16,0.0,[206. 201. 198. ... 181. 176. 172.]
['26/2181726_1983-04-20_2005.jpg'],22,1.0,[21. 17. 32. ... 32. 23. 54.]
['41/2181741_1932-01-17_1975.jpg'],43,0.0,[222. 222. 222. ... 220. 220. 220.]
['19/21817619_1985-02-04_2012.jpg'],27,1.0,[ 59.  63.  64. ... 224. 226. 225.]
['99/21822399_1980-02-08_2008.jpg'],28,0.0,[ 18.  37.  35. ... 123.  90.  55.]
['09/2182309_1929-06-22_1999.jpg'],70,1.0,[ 94.  98.  84. ... 126. 114. 102.]
['38/218238_1963-10-31_2001.jpg'],38,1.0,[  1.   2.   4. ... 146. 129. 103.]
['23/2182523_1977-06-19_2005.jpg'],28,1.0,[ 65.  83.  57. ... 146.  35.  28.]
['52/2182552_1965-04-20_2011.jpg'],46,1.0,[91. 88. 83. ... 14. 10. 25.]
['94/2182594_1964-04-14_2012.jpg'],48,1.0,[141. 142. 102. ...  19.  20.  25.]
['39/2182739_1963-11-19_2015.jpg'],52,1.0,[29.  6. 78. ... 55.  9. 56.]
['40/2183140_1960-06-14_2012.jpg'],52,1.0,[33. 15. 13. ...  3.  5. 28.]
['77/2183177_1969-07-03_2007.jpg'],38,0.0,[141. 124.  94. ...  31.  21.  20.]
['66/21832766_1924-04-26_1989.jpg'],65,1.0,[255. 255. 255. ...   0.   0.   0.]
['39/21834039_1976-10-15_2008.jpg'],32,1.0,[ 3.  4.  8. ... 11.  9. 20.]
['28/2183428_1944-01-14_2013.jpg'],69,0.0,[  3.  55. 138. ...  54.  90.  78.]
['75/21835575_1986-07-24_2013.jpg'],27,0.0,[210. 231. 224. ... 217. 199. 161.]
['87/2183787_1906-07-02_1982.jpg'],76,1.0,[ 82.  82.  82. ... 201. 201. 201.]
['95/21838095_1881-12-10_1954.jpg'],73,0.0,[  0.   0.   0. ... 219. 219. 219.]
['18/21839018_1928-08-28_2003.jpg'],75,1.0,[ 4.  4.  2. ... 52. 52. 52.]
['30/2184330_1962-01-20_2014.jpg'],52,0.0,[200. 209. 180. ... 220. 191. 185.]
['12/21843512_1983-05-02_2009.jpg'],26,1.0,[ 46.  58.  56. ... 149.  14.  20.]
['09/2184409_1928-09-14_1965.jpg'],37,1.0,[177. 178. 164. ... 148. 142. 120.]
['70/2184470_1970-05-26_2015.jpg'],45,1.0,[42. 62. 95. ... 51. 58. 68.]
['67/21845167_1964-02-28_2006.jpg'],42,0.0,[140.  91.  86. ...   4.   4.   4.]
['80/21846180_1986-01-22_2009.jpg'],23,1.0,[143. 168. 110. ... 250. 247. 254.]
['57/2184757_1956-11-27_2011.jpg'],55,1.0,[ 60.  62.  57. ... 185. 202. 218.]
['46/21849546_1975-12-19_2013.jpg'],38,0.0,[223. 213. 238. ... 116.  66.  39.]
['94/21850394_1986-12-01_2013.jpg'],27,1.0,[146. 145. 140. ... 155. 170. 165.]
['65/21850465_1985-12-14_2011.jpg'],26,1.0,[205. 214. 223. ...  25.  24.  29.]
['71/21851371_1982-02-09_2010.jpg'],28,1.0,[159. 156. 149. ...  62.  70.  93.]
['21/21852321_1983-07-04_2011.jpg'],28,0.0,[108.  89.  75. ... 144.  60.  24.]
['85/21856985_1933-02-17_1966.jpg'],33,0.0,[28. 11.  1. ... 11. 16. 19.]
['51/21857151_1986-05-28_2012.jpg'],26,0.0,[ 42. 108. 134. ... 187. 144. 110.]
['25/21858425_1990-02-13_2013.jpg'],23,1.0,[123. 118. 141. ... 120.  34.  43.]
['28/21858428_1960-08-17_2014.jpg'],54,1.0,[195. 207. 221. ... 153. 150.  99.]
['76/21859076_1989-08-30_2013.jpg'],24,1.0,[101. 140. 169. ... 154. 169. 166.]
['76/21860176_1912-09-09_1945.jpg'],33,1.0,[46. 46. 46. ... 62. 62. 62.]
['38/21860438_1982-01-18_2006.jpg'],24,1.0,[ 0. 10. 16. ... 85. 25. 37.]
['11/21864011_1985-11-05_2013.jpg'],28,0.0,[183. 179. 150. ... 194. 149.  48.]
['12/21864812_1929-10-19_2009.jpg'],80,1.0,[196. 196. 196. ... 228. 215. 207.]
['18/21865418_1977-05-26_2014.jpg'],37,0.0,[ 99. 116. 126. ...  27.  46.  89.]
['10/21866010_1989-05-10_2014.jpg'],25,1.0,[194. 160. 114. ...  71. 135. 232.]
['98/21867598_1972-10-18_2012.jpg'],40,0.0,[ 75. 137. 198. ...  79. 139. 199.]
['46/2186846_1919-06-17_1974.jpg'],55,0.0,[208. 206. 219. ...  98.  59. 124.]
['51/21870751_1974-08-23_2015.jpg'],41,1.0,[245. 244. 249. ...  22.  20.  23.]
['33/21871933_1989-10-09_2015.jpg'],26,1.0,[ 81.  86.  79. ... 233. 234. 236.]
['24/2187324_1966-05-24_1997.jpg'],31,1.0,[148.  13.  28. ... 156. 172. 172.]
['61/2187361_1969-10-26_2011.jpg'],42,1.0,[213. 212. 192. ...   9.   9.   9.]
['96/21873796_1965-07-02_2007.jpg'],42,1.0,[172. 205. 214. ... 237. 220. 204.]
['73/21873_1961-01-24_2009.jpg'],48,0.0,[212. 198. 137. ...  11.  14.  23.]
['07/2187407_1967-08-23_1999.jpg'],32,1.0,[238. 251. 244. ...  49.  53.  62.]
['23/2187423_1976-06-11_2015.jpg'],39,1.0,[ 14.  18.  29. ...  63. 143.  48.]
['35/2187435_1958-06-20_2008.jpg'],50,1.0,[ 75.  76.  80. ... 120. 102. 100.]
['51/2187451_1960-02-27_2009.jpg'],49,1.0,[235. 240. 243. ...  19.  49. 121.]
['37/2187637_1974-10-19_2009.jpg'],35,1.0,[ 23.  28.  21. ... 199.  26.  12.]
['25/2187825_1960-09-09_2009.jpg'],49,1.0,[ 49.  42.  26. ... 125. 102.  94.]
['71/2187871_1919-05-17_1969.jpg'],50,1.0,[65. 60. 54. ... 33. 30. 25.]
['17/21879817_1990-06-22_2014.jpg'],24,1.0,[ 10.  21.  27. ...  61. 206.  69.]
['51/21881151_1986-07-18_2008.jpg'],22,0.0,[ 79.  68.  50. ... 151. 137. 108.]
['09/21881809_1997-08-10_2015.jpg'],18,0.0,[144. 137. 144. ...   8.   6.   9.]
['43/2188443_1989-12-07_2013.jpg'],24,1.0,[  9.   9.   9. ... 253. 253. 251.]
['76/2188476_1972-05-30_2013.jpg'],41,1.0,[ 88. 137.   0. ...  98. 146.   0.]
['05/2188605_1918-08-21_1973.jpg'],55,1.0,[195. 194. 190. ... 205. 205. 203.]
['98/21887498_1984-08-16_2009.jpg'],25,1.0,[ 90.  80.  91. ... 252. 251. 246.]
['98/21887998_1982-08-15_2009.jpg'],27,1.0,[208.  99.  60. ...  13.  77.  60.]
['96/21888796_1943-10-11_2015.jpg'],72,1.0,[ 4.  3. 19. ... 36. 37. 58.]
['46/21893646_1980-09-28_2010.jpg'],30,0.0,[231. 226. 207. ... 216.  89. 206.]
['93/21893993_1986-09-18_2013.jpg'],27,1.0,[155. 151. 184. ... 124. 149. 203.]
['27/21894327_1981-07-24_2009.jpg'],28,0.0,[ 44. 104. 166. ... 235. 201. 189.]
['30/21894930_1956-10-28_2009.jpg'],53,1.0,[182. 184. 183. ...  40.  39.  44.]
['42/2189542_1973-08-29_2011.jpg'],38,1.0,[ 78.  72.  74. ... 111.  80.  86.]
['48/2189648_1968-12-11_2012.jpg'],44,1.0,[ 19.  54. 122. ...  59.  55.  52.]
['24/21897424_1995-04-10_2015.jpg'],20,1.0,[52. 57. 61. ... 28. 41. 94.]
['83/2189783_1945-08-21_1980.jpg'],35,1.0,[193. 204. 200. ...  42.  38.  35.]
['37/31800237_1994-03-26_2015.jpg'],21,0.0,[142.  23.  43. ... 230. 227. 246.]
['46/31802846_1990-02-12_2012.jpg'],22,0.0,[134. 127.  81. ... 154. 152. 104.]
